sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:01:02;2.97;;;1.80;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:03:31;2.25;;;1.38;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:05:58;2.05;;;1.42;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:08:25;2.65;;;1.85;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:10:51;3.88;;;1.88;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:13:18;3.80;;;1.85;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:15:45;3.35;;;1.90;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:18:13;3.22;;;1.90;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:20:40;4.00;;;1.73;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:23:07;4.15;;;1.85;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:25:34;4.03;;;1.60;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:28:00;2.30;;;1.50;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:30:29;2.67;;;1.75;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:32:56;2.80;;;1.85;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:35:24;4.57;;;1.75;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:37:50;2.75;;;1.58;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:40:17;3.17;;;1.65;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:42:44;2.25;;;1.35;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:45:10;2.25;;;1.85;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:47:38;5.30;;;2.05;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:50:05;1.77;;;1.23;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:52:34;3.20;;;1.58;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:55:01;2.97;;;1.63;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:57:30;3.10;;;1.30;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T00:59:57;3.72;;;1.77;;
47739;SDS011;34567;49.95777585;8.26793470;2021-09-24T01:02:23;3.47;;;1.75;;
