sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:01:15;1.33;;;1.15;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:03:42;2.10;;;1.52;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:06:08;1.33;;;0.93;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:08:34;4.43;;;2.38;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:11:00;3.35;;;1.88;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:13:27;1.65;;;0.98;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:15:53;2.75;;;1.20;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:18:19;2.55;;;1.15;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:20:45;2.67;;;2.10;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:23:11;1.48;;;1.08;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:25:37;2.33;;;1.80;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:28:03;2.85;;;1.25;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:30:30;2.28;;;0.95;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:32:56;1.98;;;1.20;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:35:22;2.63;;;1.60;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:37:48;1.67;;;0.90;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:40:15;1.67;;;1.20;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:42:41;5.45;;;2.42;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:45:07;4.93;;;1.70;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:47:34;3.30;;;2.25;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:50:00;2.10;;;1.63;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:52:26;2.50;;;1.67;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:54:52;2.80;;;1.75;;
47739;SDS011;34567;49.95777585;8.26793470;2020-11-07T00:57:18;1.23;;;0.95;;
