sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
10701;SDS011;5402;50.004;8.246;2020-09-12T00:01:39;5.83;;;4.23;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:04:05;4.33;;;3.70;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:06:32;6.40;;;3.83;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:08:59;7.20;;;3.87;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:11:25;9.40;;;4.27;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:13:51;6.83;;;3.80;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:16:17;6.67;;;3.80;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:18:43;6.37;;;4.40;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:21:09;6.13;;;4.07;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:23:38;5.20;;;4.20;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:26:04;6.70;;;3.57;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:28:30;4.50;;;3.63;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:30:56;6.03;;;3.97;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:33:23;4.77;;;3.47;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:35:49;5.00;;;3.90;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:38:15;5.10;;;3.17;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:40:45;8.43;;;3.77;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:43:11;5.10;;;3.33;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:45:37;4.97;;;3.43;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:48:04;6.43;;;3.87;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:50:31;7.83;;;4.03;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:52:58;7.70;;;4.03;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:55:25;8.50;;;4.50;;
10701;SDS011;5402;50.004;8.246;2020-09-12T00:57:52;6.30;;;3.67;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:00:19;6.03;;;3.50;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:02:49;6.90;;;3.67;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:05:30;7.03;;;3.90;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:08:07;3.90;;;3.50;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:10:38;4.63;;;3.40;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:13:10;4.13;;;3.53;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:15:38;4.73;;;3.63;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:18:07;6.20;;;4.00;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:20:33;4.93;;;3.60;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:23:01;5.17;;;4.10;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:25:58;7.87;;;4.53;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:28:26;4.83;;;3.90;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:30:53;3.93;;;3.53;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:33:20;5.43;;;4.73;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:35:47;4.77;;;3.63;;
10701;SDS011;5402;50.004;8.246;2020-09-12T01:38:14;4.20;;;3.40;;
