sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
23712;SDS011;12035;49.978;8.298;2022-12-15T00:03:54;16.10;;;8.77;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:09:10;14.35;;;8.48;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:14:25;15.70;;;9.20;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:19:39;14.65;;;8.63;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:24:55;13.65;;;8.10;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:30:10;15.05;;;8.82;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:35:25;17.10;;;8.43;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:40:41;17.45;;;8.57;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:45:38;14.93;;;8.57;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:50:53;14.70;;;8.18;;
23712;SDS011;12035;49.978;8.298;2022-12-15T00:55:52;19.83;;;10.45;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:01:06;20.65;;;10.80;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:06:22;20.20;;;9.60;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:11:38;17.15;;;9.25;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:16:54;18.60;;;8.45;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:22:08;16.98;;;10.10;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:27:07;19.15;;;9.73;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:32:04;20.95;;;9.57;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:37:01;19.02;;;9.38;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:41:58;20.60;;;9.60;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:46:57;18.38;;;9.95;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:51:54;19.17;;;9.73;;
23712;SDS011;12035;49.978;8.298;2022-12-15T01:56:56;17.90;;;9.10;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:01:59;16.77;;;8.43;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:06:56;22.38;;;9.88;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:12:00;18.83;;;9.05;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:17:08;18.55;;;8.88;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:22:22;17.58;;;9.27;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:27:32;17.35;;;9.30;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:33:03;16.15;;;8.75;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:38:07;18.10;;;9.43;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:43:04;11.90;;;7.00;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:48:11;17.10;;;8.75;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:53:27;18.40;;;9.27;;
23712;SDS011;12035;49.978;8.298;2022-12-15T02:58:45;17.45;;;9.73;;
23712;SDS011;12035;49.978;8.298;2022-12-15T03:08:48;19.90;;;9.55;;
23712;SDS011;12035;49.978;8.298;2022-12-15T03:13:45;17.80;;;9.23;;
23712;SDS011;12035;49.978;8.298;2022-12-15T03:18:42;15.55;;;8.48;;
23712;SDS011;12035;49.978;8.298;2022-12-15T03:23:40;15.60;;;7.53;;
23712;SDS011;12035;49.978;8.298;2022-12-15T03:28:37;18.38;;;8.60;;
23712;SDS011;12035;49.978;8.298;2022-12-15T03:33:34;14.27;;;7.70;;
23712;SDS011;12035;49.978;8.298;2022-12-15T03:38:31;19.25;;;9.77;;
23712;SDS011;12035;49.978;8.298;2022-12-15T03:43:30;18.67;;;9.05;;
23712;SDS011;12035;49.978;8.298;2022-12-15T03:48:27;16.10;;;8.45;;
