sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
23712;SDS011;12035;49.978;8.298;2024-01-29T00:00:03;7.70;;;3.38;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:05:04;9.38;;;3.75;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:10:01;7.35;;;4.00;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:15:00;8.48;;;3.88;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:19:57;10.73;;;3.83;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:24:54;9.50;;;3.88;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:29:51;10.43;;;3.47;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:34:49;6.80;;;3.40;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:39:48;6.95;;;3.20;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:44:45;6.32;;;3.53;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:49:44;8.40;;;3.25;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:54:42;7.53;;;3.10;;
23712;SDS011;12035;49.978;8.298;2024-01-29T00:59:39;8.15;;;3.63;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:04:37;9.30;;;3.63;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:09:34;5.50;;;2.72;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:14:33;5.38;;;2.92;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:19:30;8.85;;;3.30;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:24:27;6.72;;;3.05;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:29:24;7.88;;;3.35;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:34:22;6.60;;;3.05;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:39:19;6.40;;;3.10;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:44:16;7.55;;;2.75;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:49:14;5.20;;;2.70;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:54:12;5.20;;;2.67;;
23712;SDS011;12035;49.978;8.298;2024-01-29T01:59:10;7.25;;;3.17;;
23712;SDS011;12035;49.978;8.298;2024-01-29T02:04:07;5.97;;;3.17;;
23712;SDS011;12035;49.978;8.298;2024-01-29T02:09:04;7.95;;;3.08;;
23712;SDS011;12035;49.978;8.298;2024-01-29T02:14:03;6.30;;;3.47;;
