sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:00:29;13.85;;;11.95;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:02:56;15.93;;;12.48;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:05:22;16.08;;;12.75;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:07:48;16.58;;;13.13;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:10:15;16.70;;;13.40;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:12:42;19.42;;;15.05;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:15:08;14.95;;;13.07;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:17:36;15.45;;;13.40;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:20:03;16.13;;;13.65;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:22:31;16.08;;;13.95;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:24:56;16.73;;;14.43;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:27:22;16.00;;;14.13;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:29:48;16.33;;;14.40;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:32:14;20.35;;;14.57;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:34:40;15.70;;;13.90;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:37:12;15.75;;;13.73;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:39:42;16.98;;;13.18;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:42:10;18.33;;;13.27;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:44:37;17.85;;;15.23;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:47:05;17.75;;;15.82;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:49:34;17.48;;;13.18;;
48807;SDS011;41223;49.96402185;8.27850800;2022-03-22T00:52:01;17.35;;;13.43;;
